Register;DOY;Hour;PAR;Tair;RH;VPD
1093;257;12;519.5;28.41166667;51.67666667;1.870401805
1094;257;13;374.5;29.34666667;53.09666667;1.916322223
1095;257;14;333.1;28.85333333;52.08;1.902873332
1096;257;15;421.95;28.00166667;54.18;1.731736763
1097;257;16;285.75;28.13;51.17833333;1.859014822
1098;257;17;217.75;26.17166667;56.79333333;1.466840488
1099;257;18;167;24.54833333;64.855;1.083472666
1100;257;19;26.08333333;22.915;76.84;0.647187228
1101;257;20;-0.064166667;21.90833333;76.355;0.621539223
1102;257;21;0;21.19666667;74.20666667;0.649132943
1103;257;22;0;20.44833333;73.78333333;0.630106688
1104;257;23;0;18.74333333;74.51833333;0.550914128
1105;258;0;0;17.94666667;74.19333333;0.530753503
1106;258;1;0;17.26833333;74.89833333;0.494633878
1107;258;2;0;16.715;79.6;0.388134361
1108;258;3;0;16.455;80.82666667;0.358815041
1109;258;4;0;16.795;82.01833333;0.343864867
1110;258;5;52.95;16.39833333;86.5;0.251733027
1111;258;6;178.3333333;18.55666667;79.48333333;0.43842128
1112;258;7;404.5;21.41666667;62.05333333;0.967953468
1113;258;8;430.2666667;23.425;54.65;1.306915119
1114;258;9;354.1;24.01;51.03666667;1.461581122
1115;258;10;326.9833333;25.54833333;50.61833333;1.615766847
1116;258;11;474.2333333;27.47666667;51.22333333;1.787876314
1117;258;12;486.3166667;28.72666667;52.40666667;1.876096865
1118;258;13;357.0333333;29.06;53.585;1.865261672
1119;258;14;323.9333333;29.60333333;50.16333333;2.066485608
1120;258;15;439.9;28.03;53.32166667;1.767089275
1121;258;16;277.2833333;27.53833333;48.95166667;1.877898198
1122;258;17;211.6;26.39333333;55.59166667;1.527478146
1123;258;18;165.5833333;24.58666667;64.65833333;1.092034407
1124;258;19;25.43333333;22.84166667;77.44833333;0.627396335
1125;258;20;0;21.94166667;75.33;0.649802257
1126;258;21;0;21.235;71.70333333;0.713809472
1127;258;22;0;20.185;74.48666667;0.603312042
1128;258;23;0;18.79333333;74.68666667;0.548987599
1129;259;0;0;17.74833333;77.36833333;0.459679713
1130;259;1;0;17.29333333;74.37833333;0.505679314
1131;259;2;0;16.925;78.00166667;0.42415963
1132;259;3;0;16.785;74.905;0.479589203
1133;259;4;0;16.695;74.845;0.47799631
1134;259;5;53.11666667;16.85333333;76.73166667;0.446612385
1135;259;6;186.7;18.91;80.48;0.426439628
1136;259;7;345.9833333;22.03666667;63.44333333;0.968486375
1137;259;8;423.4166667;23.29666667;53.73166667;1.323098995
1138;259;9;358.3666667;23.935;52.29166667;1.41772111
1139;259;10;312.9833333;25.75833333;52.085;1.587412357
1140;259;11;614.65;27.81;49.015;1.905545136
1141;259;12;513.75;29.02666667;50.73666667;1.975918017
1142;259;13;342.2166667;28.18333333;54.89333333;1.722891763
1143;259;14;340.3;30.71833333;48.53;2.274982896
1144;259;15;423.2;28.05;52.88833333;1.785571277
1145;259;16;252.25;27.89833333;49.865;1.883449208
1146;259;17;195.6166667;25.945;55.945;1.475743756
1147;259;18;160.3;24.285;62.92;1.125257292
1148;259;19;25.5;22.86333333;74.09333333;0.721679942
1149;259;20;0;21.845;82.15;0.467400759
1150;259;21;0;21.305;77.95666667;0.558454343
1151;259;22;0;20.58333333;76.40333333;0.571876152
1152;259;23;0;18.73166667;78.76;0.458874427
1153;260;0;0;18.51833333;79.545;0.436055704
1154;260;1;0;18.44833333;77.13666667;0.485263735
1155;260;2;0;18.08333333;76.88166667;0.479566518
1156;260;3;0;17.72666667;76.5;0.476665604
1157;260;4;0;17.49333333;76.43166667;0.471068346
1158;260;5;52.61666667;17.33666667;75.86166667;0.477710431
1159;260;6;175.9;18.95333333;78.93666667;0.461402042
1160;260;7;252.8;21.75333333;65.785;0.890917638
1161;260;8;425.2333333;23.62;56.92833333;1.255923928
1162;260;9;359.1833333;24.48833333;50.96166667;1.506372292
1163;260;10;337.65;25.51;52.12;1.563073767
1164;260;11;433;26.97833333;54.02833333;1.636593804
1165;260;12;525.55;28.125;53.01166667;1.788685484
1166;260;13;365.2;30.55666667;49.40166667;2.215911031
1167;260;14;357.9833333;26.595;61.05833333;1.355447953
1168;260;15;437.2833333;30.49;46.08833333;2.35204015
1169;260;16;330.9333333;27.93;50.45833333;1.864596034
1170;260;17;221.8166667;26.065;50.19833333;1.680119344
1171;260;18;161.8833333;24.38333333;59.83;1.226226196
1172;260;19;26.71666667;22.61333333;69.90333333;0.825793612
1173;260;20;-0.064166667;21.74;73.735;0.68335251
1174;260;21;-0.064166667;20.91333333;75.09;0.616091341
1175;260;22;0;20.15166667;75.65;0.574617468
1176;260;23;0;18.75166667;74.18166667;0.558483705
1177;261;0;0;17.985;78.30833333;0.447199066
1178;261;1;0;17.815;73.79833333;0.534430495
1179;261;2;0;17.69333333;73.54333333;0.535511508
1180;261;3;0;17.685;73.23166667;0.541535472
1181;261;4;0;17.37166667;78.995;0.416620554
1182;261;5;53.18333333;17.19;77.30166667;0.445064882
1183;261;6;168.8833333;18.89666667;77.075;0.500409528
1184;261;7;203.1666667;21.28;65.74;0.866627343
1185;261;8;271.2833333;23.415;61.49;1.109128296
1186;261;9;362.3;24.69666667;56.59833333;1.349922918
1187;261;10;330.8833333;25.915;50.58333333;1.652413106
1188;261;11;454.7833333;27.36166667;50.65166667;1.796706539
1189;261;12;472.1833333;29.11333333;49.75333333;2.025472205
1190;261;13;331.8833333;29.17;51.92666667;1.944213268
1191;261;14;335.75;29.23166667;52.22333333;1.939102698
1192;261;15;450.4333333;27.80333333;53.665;1.731080097
1193;261;16;233.1;28.25666667;55.32166667;1.71382107
1194;261;17;192.05;26.63333333;60.75;1.36926493
1195;261;18;161.2833333;24.95833333;58.4;1.31423671
1196;261;19;26.14083333;23.225;63.38666667;1.042483167
1197;261;20;-0.256666667;21.49166667;78.28;0.556588596
1198;261;21;0;20.345;73.79666667;0.625783032
1199;261;22;0;20.07333333;72.88833333;0.636695927
1200;261;23;0;19.225;75.04333333;0.556024871
1201;262;0;0;19.31166667;75.75666667;0.543054165
1202;262;1;0;19.285;75.91833333;0.538538241
1203;262;2;0;18.94;75.42833333;0.537805987
1204;262;3;0;17.53833333;75.31333333;0.494824216
1205;262;4;0;17.375;77.95333333;0.437373444
1206;262;5;52.23083333;17.165;80.68833333;0.378061146
1207;262;6;179.15;18.84166667;76.76833333;0.505364743
1208;262;7;282.35;21.48833333;64.79166667;0.902051573
1209;262;8;456.3333333;23.115;56.87;1.219898335
1210;262;9;418.9;24.05333333;50.655;1.476809136
1211;262;10;325.3666667;25.23333333;51.47166667;1.558418658
1212;262;11;455.6333333;27.62166667;49.32;1.873445051
1213;262;12;499.8;29.24666667;49.03333333;2.070365254
1214;262;13;355.6333333;30.17;51.76;2.066416905
1215;262;14;335.9;28.85666667;50.61666667;1.961359568
1216;262;15;427.0333333;29.205;49.65;2.040404582
1217;262;16;267.5;28.24833333;51.95666667;1.842007218
1218;262;17;203.2166667;26.64333333;52.53166667;1.656941921
1219;262;18;159.9833333;25.215;56.82833333;1.384886372
1220;262;19;25.87916667;23.27;66.39333333;0.959477933
1221;262;20;-0.1925;21.52666667;71.86333333;0.72256529
1222;262;21;0;19.69;72.60833333;0.62817353
1223;262;22;0;18.41;72.91833333;0.57341686
1224;262;23;0;17.445;73.285;0.532334895
1225;263;0;0;17.43666667;75.865;0.480671653
1226;263;1;0;16.63;77.41666667;0.427360753
1227;263;2;0;16.93;80.19;0.382086517
1228;263;3;0;17.20333333;80.12666667;0.390001661
1229;263;4;0;17.16666667;82;0.352420046
1230;263;5;52.66666667;17.59666667;79.215;0.418154504
1231;263;6;180.0833333;18.59666667;81.77333333;0.390462558
1232;263;7;288.7166667;21.19333333;65.39166667;0.870799318
1233;263;8;430.2333333;22.93166667;58.59;1.158336269
1234;263;9;434.65;24.34333333;51.88166667;1.465343945
1235;263;10;321.5333333;25.51;50.83833333;1.604914609
1236;263;11;423.7333333;28.215;48.62833333;1.965805051
1237;263;12;508.3166667;29.24666667;49.79;2.03962798
1238;263;13;350.5666667;29.86;49.54166667;2.123354648
1239;263;14;378.75;29.47666667;50.645;2.031648126
1240;263;15;416;28.25833333;50.24;1.908934152
1241;263;16;269.1333333;28.02166667;54.64666667;1.716096416
1242;263;17;198.0833333;26.78833333;58.74666667;1.452327664
1243;263;18;161.3;25.14833333;60.875;1.250107992
1244;263;19;26.71;23.44333333;67.105;0.94903
1245;263;20;-0.1925;21.84;71.64666667;0.742203171
1246;263;21;0;20.225;74.66166667;0.60065687
1247;263;22;0;19.18833333;76.02;0.533046379
1248;263;23;0;18.45;76.77833333;0.492920664
1249;264;0;0;17.89166667;77.72166667;0.456605224
1250;264;1;0;17.55;77.805;0.445208402
1251;264;2;0;17.37666667;77.17166667;0.452928254
1252;264;3;0;17.31666667;76.17666667;0.470880776
1253;264;4;0;17.06333333;78.01666667;0.427602626
1254;264;5;51.26666667;17.185;77.725;0.436626075
1255;264;6;172.8833333;18.47166667;81.38166667;0.395743635
1256;264;7;296.8666667;21.36;67.11333333;0.835975666
1257;264;8;416.8833333;23.11333333;57.68;1.19686757
1258;264;9;453.8333333;23.87;52.325;1.41121013
1259;264;10;331.4166667;25.61333333;49.92;1.644944562
1260;264;11;410.8;27.63833333;49.31833333;1.875330673
1261;264;12;479.8833333;29.03833333;50.44833333;1.988822923
1262;264;13;371.4333333;29.10833333;52.20333333;1.926155133
1263;264;14;308.0166667;29.50333333;50.38333333;2.045557582
1264;264;15;330.6;28.88333333;54.68833333;1.802423136
1265;264;16;233.25;28.62833333;52.94;1.844536387
1266;264;17;168.2833333;26.82;57.28666667;1.506527376
1267;264;18;159.1;25.04666667;65.125;1.107591057
1268;264;19;26.12916667;23.485;69.37166667;0.885857734
1269;264;20;-0.128333333;22.09333333;74.83833333;0.6689067
1270;264;21;0;21.41833333;78.73;0.542616072
1271;264;22;0;20.84333333;80.18333333;0.488014748
1272;264;23;0;19.3;82.28333333;0.396567842
1273;265;0;0;18.48666667;80.425;0.416469273
1274;265;1;0;17.79666667;78.48;0.438432974
1275;265;2;0;17.21;77.45833333;0.442552644
1276;265;3;0;17.495;76.14333333;0.476881532
1277;265;4;0;17.16333333;77.47833333;0.440856254
1278;265;5;52.55;16.965;78.79833333;0.40983673
1279;265;6;179.4833333;18.91333333;73.905;0.570197642
1280;265;7;286.4333333;21.21833333;68.07;0.80464096
1281;265;8;466.4666667;23.54333333;57.91833333;1.221405174
1282;265;9;430.0166667;24.10333333;51.4;1.458881518
1283;265;10;295.6;25.21833333;51.53166667;1.555104209
1284;265;11;278.0333333;27.66166667;52.10666667;1.774571923
1285;265;12;382.1333333;29.64333333;48.54333333;2.138573755
1286;265;13;321.05;29.855;49.80166667;2.111807144
1287;265;14;306.4166667;29.61833333;50.69166667;2.046343098
1288;265;15;262.5166667;29.35833333;50.83333333;2.010146058
1289;265;16;287.1333333;27.355;54.50833333;1.655644587
1290;265;17;185.0666667;25.96666667;62.14166667;1.269795109
1291;265;18;157.3666667;24.475;65.31333333;1.064664837
1292;265;19;26.0075;22.91166667;70.75;0.817202409
1293;265;20;-0.1925;20.45333333;72.80833333;0.653742005
1294;265;21;0;19.915;73.70333333;0.611532964
1295;265;22;0;19.06166667;75.97833333;0.529773808
1296;265;23;0;17.79166667;76.72166667;0.474106681
